Journals,Sentiment
I was happy to find easy food to make for supper since I didn't  have  anything  planned. It was easy and good and the kids enjoyed it.This was satisfying  and  I  was  content.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.875
}"
My wife surprised me with a big dinner she made.  I love her cooking so I was ecstatic!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9244791666666666
}"
"I was happy that I was able to participate in the activiites of daily life.  Although I often take them for granted, I was happy that I could enjoy walking outside and being a part of my community.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7923611111111111
}"
I was excited about going to work.  I satisfied that I was able to get a lot accomplished.  Being able to work with my team and complete our project made me proud.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.928453947368421
}"
I was eating home cooked food.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5770089285714286
}"
Had to do some work in the morning that I wasnn't expecting so that was kind of annoying.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.7769886363636364
}"
I felt I had the love and support of my wife and children as I waited for my medical results.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7798295454545454
}"
"I was running errands downtown, and decided to just walk around for a few hours.  I bought some heavy items and was carrying them in my backpack, so it was pretty tiring.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.4743303571428571
}"
"I finally decided to get back into running after two years. I was suprised at how difficult a time I was experiencing after the first mile. However, I am proud of myself that I made the effort to step back out there.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.36575255102040816
}"
I made my own ramen yesterday with vegetables and fresh noodles. It was very good. Then I had some home made tomato mushroom soup.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6328125
}"
I made the workday go by fast and made more money than I have been in days. I was super grateful. This made me feel proud too. It gives me more hope than ever even if just for the time being. I have to try to save more money again. I felt very lost with spending and losing so much over the past few years.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.3976883561643836
}"
I went to bed at an early time and slept soundly until very late. This is unusual for me. I usually wake up during the night. I didn't last night. I was able to sleep soundly.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.08385970744680851
}"
"I got about 15,000 steps in yesterday after two days of sitting in conference rooms. I really needed the exercise and it felt good.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7054398148148148
}"
I finished a large project for work that myself and my team have been working on for the last three weeks.  The finishing touches were put on the project and the client liked it.  It is such a good feeling to complete such a large project and then have the hard work pay off when it is liked and accepted.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7258522727272727
}"
I love my job I love getting to help people. I work in IT and get to fix computer problems.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6661931818181818
}"
I got my steps in for the day and spent some time on my exercise bike. It felt good to work towards my goal,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8375
}"
My children telling me about what happened in school,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.4207899305555556
}"
"My wife and I had a good night. We talked about our future, our plans for a family, and other things. It was great to also just sit down and watch a movie before we fell asleep. It was satisfying.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7876275510204082
}"
I had a chance to meet one of my friend from the high school. It was a great nostalgic moment.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6370442708333334
}"
I am glad to still have my husband with me because he has so many health problems that hinder his life.  Each day is a new day to enjoy with him.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.625
}"
i try every day to get very busy with that i think its the best form to get involved all the family and be very center in their mind and body,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7078598484848485
}"
"Mturk was utterly dismal yesterday, with the majority of HITs from ******* who think paying $3 or less per hour is just fine.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.7763671875
}"
I ran a few miles in Florida. I waas tired from travelling but I still got my workout in.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.2744140625
}"
After I dropped my son off at school I got the chance to talk to some of my friends who also have children that go to my son's school. It's really nice to be able to take the time to talk to my friends and just reconnect. Getting to talk to my friends always makes me calm and happy.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5978860294117647
}"
At work today I was behind the whole day. I had to wait on the warehouse guys to do their jobs and because they are so incompetent and lazy I was behind in my job. I hate having to wait on others especially when it is just because they are lazy or inane.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.7745901639344263
}"
I tried a new chili recipe for my crock pot. I love to eat so I was very excited that the recipe came out well. I was excited that the new recipe was good because that is not always the case.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7421875
}"
We enjoyed a cup of coffee in a nice cafe,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9114583333333334
}"
I had steak and chicken for dinner. Salient is an understatement for how I felt about the food.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6953125
}"
I spent time with my girlfriend. We got to spend some quality time together and grow even closer.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8234375
}"
There were so many projects due on a tight deadline at work that it was hectic and frustrating. I was in a hurry to get everything done and I wish people would give me the projects way earlier in the month/week vs. right at the last minute.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.548828125
}"
I was able to exercise and it made me feel good to take care of my body. I was satisfied with the progress I have made with my strength and can't wait to get more stronger,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8984375
}"
we had italian food it was so good and yummy i had alfredo with bread and salad it was so tasty,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8475
}"
"I love spending time with my hubby, getting cuddles and intimates chats and other couple things we do.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.885625
}"
"I had a good workout yesterday morning.  I've eeb having trouble sleeping, but had a good night sleep the night before, and had a great workout in the morning.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4805640243902439
}"
I had a very good day at work.  It was a very busy day and I was able to get much accomplished.  I was very satisfied to get a report completed.  I felt very productive and glad that I had put in a lot of effort into the day.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8669181034482759
}"
work is so slow so it makes the days go by super duper slow,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.2908854166666667
}"
We ate delicious sub sandwiches,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9055989583333334
}"
I spent part of the day messaging back and forth with my birder friends. I had found a rare bird last week and they were complementing me and I was telling them how easy it was. So that was kind of fun.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7701822916666666
}"
I ate a mesl of steak that i cooked myself. It was very flavorful and i was so proud how well i made it all by myself.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8120777027027027
}"
I consider that I have a very colorful family.  I love every single member of my family.  They are always there for me.  I felt so pleased to be able to spend time with members of my family and simply be around them.  I am proud of where I come from.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8723060344827587
}"
I am married to the most wonderful selfless man there is.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8984375
}"
"I had a nice long workout at the gym that included swimming laps, elliptical and weights. It was a highlight because afterwards I felt energized and happy. I felt proud of myself for having a good workout.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8371394230769231
}"
"Today my wife, our friend Jim and I attended a class at Ohio State. History with Professor Rivers. He talked about US politics in the 60's, 70's and 80's. I learned a lot.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.3219401041666667
}"
I was happy to have a good conversation with my dauighter.  I like keep up with everything she's doing since she lives out of town now.  I'm very proud of her and how her career is progressing.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8815104166666666
}"
"There was a short Birthday celebration for my niece yesterday. It went pretty well, and she had a good time. I wish I could have enjoyed the time more, but I was focused on working and the problems I was having through the day.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.26639093137254904
}"
"I got in 10,000 plus steps yesterday. I didn't intend to meet this exercise goal, but I'm happy and satisfied that I also got in 5 plus miles of activity/walking. I feel like I achieved something, especailly since I wasn't feeling the best with my all day headache. However, it did help me sleep better since my body was sufficiently tired from exercising. I am glad that I got in my exercise goal in even though it was unexpected.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6116955445544554
}"
"I had to work an 8 hour shift yesterday. It was by far the most time I dedicated to any single thing. It took up a lot of my time, but it was fairly boring. There were a few times where I got frustrated by the workload or irritated by my manager, but it was fairly dull. It sticks out in my mind because it took such a huge chunk of my day. It made me feel bored most of the time. I did feel pretty laid back; I wasn't very active, but I also kind of felt like I wasn't getting the most out of life. I felt like I was just going through the motions and just doing something merely to pay bills. It wasn't very stressful and didn't cause me a lot of grief or anything, but it was very time-consuming and dull.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.5562150837988827
}"
I worked a lot of hours yesterday. It was exhausting.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.6858258928571429
}"
"Yesterday I spent about an hour reading articles and watching videos on like about nutrition.  I was particularly interested in learning more about the food classification, FODMAP.  I began to finally start to make sense of the classification.  I'm so glad that it is getting easier for me to understand this important concept.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5108366935483871
}"
I recently bought a new mattress and it is great. I feel much better when i wake up.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8501420454545454
}"
i could not find much work yesterday on mturk and found it to be frustrating,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8791118421052632
}"
It felt good to be able to work such a great job and take care of myself.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.92890625
}"
I swam 40 laps at the pool a weekly occurence,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.467041015625
}"
"My best friend of 20+ years called me yesterday. We normally talk every week or so. The conversation was fun, and we joked around about some of our shared memories. I felt nostalgic because we were talking about this resturant that is in our hometown. Neither of us live in the same city any more, but being friends for almost 25 years make me feel good.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4759615384615384
}"
My husband is the most important thing in my life. He makes me feel loved and secure.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8162006578947368
}"
Work was pretty good yesterday. I was busier than I have been recently and it felt good to be productive and feel like I was earning my paycheck. My project is getting off the ground and it's exciting to see some of my work start to pay off.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8385416666666666
}"
My work yesterday was boring and frustrating,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.9229910714285714
}"
I am so excited to know I only have one more semester to go before I will graduate with my Bachelor's degree in Biology. I have come far and worked so very hard. This will not be the end of my education as I look forward to graduate school.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7638888888888888
}"
"I had a burger combo from five guys. It was delicious. The onions, the peanut flavor in the fries, I really liked it. It reminded me of simple times back in college.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7324695121951219
}"
i feel very relaxed and calm when i get alot of sleep,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.87890625
}"
"I had a short but nice conversation with my husband while enjoying some TV with him. It's good to start my day by talking with him, it sets the mood for the whole day and makes it go better.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8756944444444444
}"
I spent time with my father mother and brother. It was very entertaining.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8177083333333334
}"
"I talked to my mom about things in general, it's always good to talk to mom.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.746484375
}"
I knew God would help me through whatever was going on and so I didn't have to be anxious,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6569940476190477
}"
I like reading the Bible and studying the word of God because I think it makes me a better Christian.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8572443181818182
}"
"I started sending messages to a female acquaintance I am attracted to and to my pleasant surprise, she responded. We had a friendly conversation about what we've been doing recently and I'm working up the courage to ask her out.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.636875
}"
I worked out on my elliptical machine today. It was so exciting because I went faster and farther than I have been averaging. I think I'm getting more fit!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.758984375
}"
I just had a very busy day where I worked non-stop until the evening. It made me feel anxious as I felt I had so much to do,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.7353515625
}"
I had fun with my family yesterday as we all met to celebrate my mother's birthday,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8194444444444444
}"
I watched a great movie yesterday that was very exiting.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8401442307692307
}"
I got a lot accomplished at work that I didn’t think I’d get done. At the end of the day I felt very proud of myself even after feeling anxious earlier in the day due to all the people stopping by my office to talk.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6766826923076923
}"
I watched Survivor last night and the masked singer.  Love both of those shows.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5037006578947368
}"
"When I was cooking, I was thinking about family and it made me feel comforted by the great family I was blessed to be a part of.  It made me feel secure, comforted and happy.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7379261363636364
}"
i got a new position,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8459821428571429
}"
Yesterday I volunteered at the thrift store that funds the homeless shelter. It makes me feel good to help even if it is just in organizing the store. I feel my little bit of work contributes to what others are doing to make the mission possible.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7097355769230769
}"
I love my old friends and we keep up with each other and chat daily on FB.  It keeps me feeling social because I do not have much social life now.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5592830882352942
}"
I love my family.My partner always co operate with me.She give more confidence for me.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8265625
}"
I love food. I cooked food and enjoyed dinner with my family,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9140625
}"
My husband is the best ever and always makes me feel wanted and loved!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9052083333333332
}"
My health is not in good condition. I am still young but my dentals are terrible. I have arthritis and muscle pains. I've lived this life to years now already.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.6694078947368421
}"
i love playing kendama in recreation soo much fun.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9239583333333332
}"
I started work on a new project at work with some of my best coworkers and I am eager to continue working along side them to completion of this task.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8345588235294118
}"
i had good crepes,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9107142857142856
}"
"Work was very frustrating and a lot is being dumped on me due to so many people leaving.  I had a meeting with my supervisor and another supervisor and coworker to try to distribute the work, but all-in-all nothing happened.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.6442307692307693
}"
"My wife has been doing keto stuff recently, so i never know whats going to be made for dinner. We actually ended up having keto pizza, so i was excited that we got to eat something that I enjoyed eating too.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.65625
}"
"Since work went so well yesterday, I had lots of time to myself. I caught up on some of my Netflix shows and I was able to catch new episodes at night.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8198784722222222
}"
I bought some bread today. I haven't eaten bread in a couple weeks. I toasted it and put butter and cheese on it. It tasted good and it satisfied my hunger.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.31440548780487804
}"
I always feel anxious but yesterday was fine at work. Just the usual struggle of finding things to do between projects and assignments. It was a fairly uneventful day after finishing my morning duties.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.46875
}"
snuggling with my family gives me a peace and calm,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8424479166666666
}"
My wife is the sexiest woman I've ever known. She surprises me nearly every night with a new bedtime adventure and finishes my day in the best way I can imagine. Yesterday was great as usual and made me realize what a gem she is.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8656798245614035
}"
I was able to finish my preparation for the weekly print run on time.  I was happy that I could hand the info off to my co-worker so she didn't have to rush or stay late on Friday.  I worked a lot of overtime last year and it's nice to be able to leave right around 5:30 every day now.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7988013698630136
}"
My daughter is having marital problems and is staying with me. Upset about them.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8151041666666666
}"
I made a veggie burrito that was absolutely delicious. It was greatly satisfying. The combination of ingredient made it exactly what I wanted. The cucumber really was a brilliant ingredient to add.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9001524390243902
}"
I used to love to draw but stopped after the kids were born and I didn't have much free time. Now my kids are older and both really like to draw. I decided now would be a good time to take it back up. I have been drawing for a few weeks and today was probably the best picture that I have done since I started. I was really pleased with how it came out.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.3820684523809524
}"
"Yesterday I cooked a good homemade dinner for myself. I am frustrated because I am eating less and eating healthy but not losing weight. The food was really delicious and nuroushing though, so it made me happy.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.3828125
}"
"I picked my daughter up from school yesterday and spent the afternoon with her. First we went shopping at the grocery store and then we went home and I helped her with her homework. After that, she helped me make dinner, which we ate together.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6721813725490197
}"
"I haven't ate very well lately, but I made up for that yesterday. I picked up both healthy food to help restore me and pleasure foods that I would really enjoy, like a gelato that I've always wanted to try. I ate it last night and it was delicious.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6201171875
}"
"I was proud of my son yesterday.  He has been struggling with a lot of issues but in the last few days has really gotten a lot accomplished.  He even went out and jogged yesterday afternoon, and this was after a long and not-fun dental appointment.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.430614406779661
}"
"I was surprised because I got a large bonus on my Mturk work and I wasn't expecting it at all. I am looking for a permanent job, but I'm working on Mturk so I can keep everything going until I find something. It's nice to get a surprise because it does give you a little more hope.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6041666666666666
}"
I'm always happy to see my family at the end of a hard day. They really help to bring my mood up and it helps to take my mind off of my problems.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8626644736842105
}"
"I'm also self-employed for my ""day job"" as a freelance web developer. I completed a project yesterday that had been going on since last February. It wasn't a particularly big or complicated project it just was put on hold and delayed so many times by the client. We've finally been collaborating since the new year began on getting it over with - and yesterday it was finally completed. I'm very glad to have it off my plate I certainly don't like things lingering that long. (I'm also happy that I can collect on the balance of my pay!)","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.1676025390625
}"
The disease also has the side effect of neuritis in my feet and the pain sometimes prevents me from a good nights sleep and this is very frustrating.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8196022727272727
}"
I was hungry but didn't have time to eat until the night and I ate a bunch.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.6620244565217391
}"
"I had a slow morning of work because I work for myself. I was feeling a little nervous that I wouldn't make very much. I told myself I need to push on, and I ended up hitting my daily goal and going over. I felt very proud of myself for persevering.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.15586577868852458
}"
"I enjoyed powerwalking a couple of miles after work for exercise. Getting out in the fresh, cool air, while pushing my body to walk faster made me feel good.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9045608108108107
}"
I worked out at the gym before going to work. It is my alone time before interacting with customers all day. I use it to relax to get myself prepared for the day. I am in control and can do whatever I want.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.60546875
}"
"My wife not only has anxiety but she is also dealing with a lot of changes at her job, and we don't know where we'll be living in the future, or the status of either of our jobs.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.6970108695652174
}"
"I had been putting off a daily exercise routine on my treadmill for at least two weeks. I had been doing it fairly regularly and I suddenly quit. But I was determined to start again and last night, I did 20 minutes on my treadmill, and gradually moved the elevation as well. It was tiring but I feel I accomplished something.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.11819196428571428
}"
I've been learning C#. Feels pretty good man. I have been learning quite a bit and it's fun. I plan to make a roguelike text based game soon.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5596590909090909
}"
I felt good lifting weights and then going for a long walk around my neighborhood.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.88671875
}"
I was enjoying some down time with friends after church last night. We just sat around and were catching up with each other.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7845982142857143
}"
I finally felt like I got enough sleep. I have been tired all week and when I woke up I finally and actually felt refreshed. I certainly hope to go to bed that same time tonight so I wake up with that same feeling.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7688802083333334
}"
I spent a lot of time with my wife and my little daughter,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7165178571428571
}"
Work was pretty boring yesterday but it took up most of my day. It was okay. Nothing much really happened. It made me feel bored.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.6734913793103449
}"
Spending time with my friend KC is probably the coolest thing to me. I wouldnt want to spend time with anybody else.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5809151785714286
}"
I was really satifisfied with what I ate for dinner and was really happy afterwards.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9042119565217392
}"
"After talking with someone, they suggested I had pulled a muscle and to take some advil. I took their advice and felt relief quickly. I feel so happy and relieved that it is not anything serious.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.35868055555555556
}"
"I started working out again. I have been feeling out of shape but since it is winter, I want to start working out again. I feel happy and strong now.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4630055147058824
}"
"I had helped my sister with a project that she had for school, it required taking various pictures of landscapes and people. It took a bit of time, but it was not a big problem for me or my schedule. I felt proud for my sister in terms of how much she had improved in her class, and calm for participating in something beneficial for someone else.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5328733766233766
}"
The info was in regards to e-commerce and shipping from China. I found new technology and strategies to boost performance and profitability.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4166666666666667
}"
I forgot to tell my friend I could not make it to dinner and had to white lie.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8462171052631579
}"
I had a work and a project I am working on.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.375
}"
We have been very busy lately. Yesterday we were a little sleepy after lunch. We laid in the bed with our dog snuggled and napped. It was very calming and nice. I value those moments so precious.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4794921875
}"
"We were able to get our dog, Connor, to the vet for what turned out to be an ear infection and for a nail trim and heartworm test.  Poor Connie gets so anxious, we could not get a muzzle on him last week.  Yesterday, we again could not get a muzzle on him but they agreed to sedate him.  I am so happy!!","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.03406059451219512
}"
"I took the day off to get my tooth extracted. So I after I had it out, I had the rest of the day to recuperate. I spent some of that napping and getting more sleep. It helped me get calmer and more rested.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5179834905660378
}"
I took care of my daughter during the day and enjoyed being with her. It was very rewarding.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.89765625
}"
I worked out for 60 minutes before going to work. The work out was tough but tough workouts make me feel calm and confident.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.3269675925925926
}"
My spouse was having an emotional crisis about events from his childhood. I had to give him alot of emotional support and seek to help him find a resolution.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.5128676470588235
}"
I had to work much later than normal so it messed up my daily routine. I still decided to work out before bed because I didn't want to skip my weight lifting routine. I did it anyway and it kept me up even later but I was satisfied with myself for forcing myself to do it.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.09995039682539685
}"
I went running in the morning. It was a great way to start my day and get my thoughts together,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8735795454545454
}"
my friend motivates me and makes my life keep going,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7954545454545454
}"
"I had a very nice conversation with my sister yesterday about my nephew's 18th birthday.  We reminisced about how much he's changed, but how his face is still the same all these years later.  It made us both feel old and happy at the same time.  I was happy for them that they had a good time and that he's going to be finishing his last year of high school in good spirits.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6313164893617021
}"
I exercised my legs today and felt proud.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8609375
}"
"When I do not have meetings, I like to take my dog with me to the office. She is young but she is fun. I work in a warehouse type setting and let my dog run in the warehouse. SHe gets so tired and then sleeps for an hour. However, she is not potty trained... so that stinks.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.1657986111111111
}"
I was able to get a lot done yesterday at work and I was very productive.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9300986842105264
}"
"I had a railcar loading improvement project meeting.  Several people wanted to change the scope of the project, which would be difficult at this stage of the project.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.40969669117647056
}"
"Picked up some product to resell and every bit of it sold last night within an hour of being listed. I am thrilled, and hope that they're all happy with their purchases!","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6272865853658537
}"
"Yesterday was a good family day. Before work, we all sat down and had a nice breakfast together. We had good days at work and then came home to a restful evening. We enjoyed a good dinner of crock pot chicken with a side salad and then spent some time together catching up on each other's lives. It was a good day and I was happy everything was going well with everyone.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7065217391304348
}"
"I got to speak with a couple of my sisters and catch up a little bit.  It felt really good to talk to them and know what is going on in their lives.  I miss them when so much time goes by, but it was great to just catch up.  I was happy about that.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6900201612903226
}"
"I worked on mturk yesterday. I exceeded my earnings goal for the day, which made me feel satisfied. I did a few enjoyable tasks, but most were pretty boring.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4761513157894737
}"
"I was extremely happy all day, because I had a good workout.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.93125
}"
It was long and tiring.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.9157366071428572
}"
i lift weights 3 times a week,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6703125
}"
I had a good work out.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.90869140625
}"
I did my normal day workout for an hour and a half and saw the gains I have been making which makes me extremely grateful for the effort I have been able to put in and for the work I have done.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8645833333333334
}"
"I slept great, this gives me energy for the day and allows me to work hard today.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.88671875
}"
We had some homemade chicken wings that I made in the oven with a special sauce. I paired it with some chicken broccoli rice and some seasoned green beans and the kids loved it. For dessert we had strawberry cheesecake. I love cooking for my family and I loved seeing their reactions when they tasted the wings.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7410037878787878
}"
"The salient 'thing' wasn't so much about God, but about the Creation/ Intelligent Design/ Evolution topics. During some down time, I browsed a news article link, which lead me to a website and some related articles, which lead me to a topic and place nearby which contains one of the largest fossil records, records which refute the basic un-questioned and false aspects of Darwin's evolutionary theories.  A vacation plan (to visit these fossil-rich areas) immediately came to mind!","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.1779513888888889
}"
yesterdays work was very good. my team made a lot of breakthrough. there was this excietment and joy within us cause there was a project we have been working on for a while and it came out so much successful.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.818125
}"
